user_message,expected_message,generated_message
"B1: Zastoji Promet je zaradi popoldanske prometne konice povečan na cestah, ki vodijo iz mestnih središč in na mestnih obvoznicah. Gneče, zastoji nastajajo predvsem po ljubljanski obvoznici na posameznih odsekih. Vreme Podrto drevje, zaprte ceste: - Petrovo Brdo - Podrošt. - Rovtarica - Vresje. - Rudno - Rovtarica. Plazovi, zaprte ceste: - Bača pri Modreju - Petrovo Brdo, pri Klavžah. - Idrija - Tolmin, Bača - Dolenja Trebuša. - Cesta Čepovan - Most na Soči, na več odsekih. - Kneža - Podbrdo, na več odsekih oviran promet, prepoved prometa za tovorna vozila. - Na cesti Bresternica - Sveti Juri je pri Zgornjem Slemenu izmeničen promet. Poplavljeno cestišče, zaprte ceste: - Polhov Gradec - Dobrova. - Luče - Solčava, pri igli. - Cesta Tolmin - Most na Soči, pri galeriji Pod ključem. Obvoz je urejen preko vasi Ušnik. - Cesta Stahovica - Kamniška Bistrica. - Cesta Kamnik - Stahovica. - Na lokalni cesti Cerklje na Gorenjskem - Velesovo je izmeničen promet. - Na cesti Češnjica - Škofja Loka je pri Veštru izmeničen promet. Slabe vremenske razmere v večjem delu Slovenije ovirajo promet. Prilagodite vožnjo stanju na cestah ter računajte na daljši čas potovanja. Delo na cesti Na gorenjski avtocesti bosta zaprta na odseku Koseze - Brod vozni in pospeševalni pas v soboto od 3. do 23. ure. Zaprt bo tudi izvoz Brod iz smeri Ljubljane. Cesta Vodice - Moste bo od 17. ure do ponedeljka, 30. 10. do 5. ure, zaprta v križišču v Mostah. Obvoz bo možen po cesti Moste - Vodice - Spodnji Brnik ter Moste - Mengeš - Duplica. Cesta Fram - Rače bo v soboto, 28. 10. in nedeljo, 29. 10., vsak dan med 7. in 15. uro, zaprta zaradi del na nivojskem prehodu. Cesta Slovenj Gradec - Mislinjska Dobrava bo zaprta od sobote, 28. 10., od 6. ure do nedelje, 29. 10., do 22. ure. Več o delovnih zaporah v prometni napovedi.","Na vipavski hitri cesti proti Razdrtemu so odstranili posledice nesreče med Vipavo in predorom Podnanos. Tudi na primorski avtocesti proti Ljubljani promet ni več oviran zaradi nesreče med razcepom Gabrk in priključkom Senožeče. Zaradi posledic obilnega deževja so zaprte ceste:
-	Podrošt-Češnjica pri Zalem Logu,
-	Petrovo Brdo-Podrošt,
-	Tolmin-Most na Soči pri galeriji Pod ključem,
-	Čepovan-Most na Soči na več odsekih,
-	Polhov Gradec-Dobrova pri Dvoru,
-	Kamnik-Stahovica in
-	Luče-Solčava pri Igli.",Generation failed
"B1: Zastoji Na cesti Ljubljana - Medvode, med Šentvidom in Stanežičami, proti Medvodam. Zaradi zastoja je na gorenjski avtocesti, v predoru Šentvid, zaprt izvoz na Celovško cesto. Zastoj nastaja tudi na izvozu Brod ter na cestah skozi Šentvid in Vižmarje. Tovorna vozila na gorenjski avtocesti pred predorom Karavanke proti Avstriji. Ovire Na vipavski hitri cesti je zaradi okvare tovornega vozila zaprt vozni pas na razcepu Nanos v smeri Razdrtega. Na štajerski avtocesti je zaradi okvare tovornega vozila promet oviran pred predorom Jasovnik proti Ljubljani. Mejni prehodi Čakalna doba je na mejnem prehodu Gruškovje. Vreme Ponekod po Sloveniji megla zmanjšuje vidljivost. Dela Na gorenjski avtocesti bo v predoru Karavanke danes do 16. ure in v četrtek, med 7.30 in 16. uro, promet potekal izmenično enosmerno s čakanjem pred predorom približno pol ure. Cesta Ilirska Bistrica - Podgrad je zaprta pri odcepu za Podbeže do 24. januarja. Obvoz za vozila do 7,5 t in avtobuse je po cesti Podgrad - Obrov - Pregarje - Harije. Za vozila nad 7,5 t pa po primorski avtocesti.",Na primorski avtocesti proti Ljubljani je zaradi prometne nesreče promet oviran med priključkoma Unec in Logatec pred počivališčem Lom. Na glavni cesti od Ljubljane proti Medvodam nastajajo zastoji med Šiško in Stanežičami. Prav tako je zastoj na gorenjski avtocesti v predoru Šentvid ter na izvozu na Celovško cesto iz smeri Kosez. Na mariborski vzhodni obvoznici proti Šentilju je zaradi pokvarjenega vozila promet oviran med priključkom Maribor-vzhod in razcepom Dragučova. Na mejnem prehodu Gruškovje vozniki tovornjakov na vstop v državo čakajo do 1 uro.,Generation failed
"B1: Zastoji Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 1 kilometer. Zastoj je tudi na avstrijski strani predora Karavanke proti Sloveniji, 1 kilometer in pol. Zaradi varnosti predor proti Sloveniji občasno zapirajo. Na podravski avtocesti pred mejnim prehodom Gruškovje proti Hrvaški, 1 kilometer. Na cestah Šmarje - Dragonja, Seča - Sečovlje, Lesce - Bled. Mejni prehodi Čakalna doba je na mejnih prehodih Sečovlje, Dragonja, Starod, Jelšane, Metlika, Obrežje in Gruškovje. Tovorni promet Danes do 22. ure velja omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 tone. Delo na cesti Na severni ljubljanski obvoznici: - Med priključkoma Ljubljana sever in Industrijska cona Šiška promet v vsako smer poteka po dveh zoženih pasovih. Več. - Na nadvozu do predvidoma 20. 7. 2022 na priključku Podutik iz obeh smeri zaprt izvoz na Podutiško cesto. - Zaprt je izvoz Nove Jarše iz smeri Zadobrove do 28. avgusta. Do 31. avgusta bodo potekala dela na gorenjski avtocesti pri priključku Vodice. V tem času bo večkrat zaprt tudi sam priključek proti Karavankam. Za več informacij. Bivša hitra cesta skozi Maribor je zaradi del zaprta na nadvozu Melje v obe smeri. Promet je v obe smeri preusmerjen čez priključek Maribor center, do sredine avgusta 2022. Izredni prevozi na tem odseku proti Pesnici niso možni. Podpeč - Ig, na Jezeru, bo zaprta do nedelje do 21. ure. Prireditve V Laškem bodo med 16.30 in 19. uro popolne zapore nekaterih cest. Več.","Na  avstrijski strani predora Karavanke je približno 4 kilometre  dolga kolona proti Sloveniji, proti Avstriji pa je kolona pred predorom dolga približno kilometer. Zastoji nastajajo na cestah  od Šmarij proti Dragonji ter od Seče proti mejnemu prehodu Sečovlje. Tam čakajo vozniki osebnih vozil na izstop iz države do dve uri, na vstop pa eno uro. Na Dragonji, Obrežju in Starodu je treba na vstop čakati približno eno uro, v Gruškovju pa v obe smeri prav tako eno uro.",Generation failed
"B1: Nesreče Zaprta je cesta Podpeč - Rakitna, pri Preserju. Zastoji Na dolenjski avtocesti pred predorom Mali Vrh proti Ljubljani, 1 km. ovire Okvarjena vozila oviran promet: - na primorski avtocesti med Senožečami in Nanosom proti Ljubljani je zaprt počasni pas, med Kastelcem in Ravnami proti Ljubljani je promet oviran; - na štajerski avtocesti med Šentiljem in Mariborom sever proti Mariboru. Delo na cesti Predor Šentvid na gorenjski avtocesti bo zaprt nocoj proti Kranju med 20. in 5. uro. Dolenjska avtocesta bo med priključkom Šmarje Sap in razcepom Malence zaprta v noči na petek, med 20. in 5. uro proti Ljubljani. Na štajerski avtocesti med Krtino in Domžalami proti Ljubljani, je predvidena polurna popolna zapora nocoj od 22 do 22.30 ure. Zaprta je cesta Kočevje - Ljubljana, v Ribnici, obvoz po občinskih cestah. Predor Sten na škofjeloški obvoznici iz smeri Gorenje vasi proti Škofji Loki bo zaprt danes med 9. in 12. uro. Več o delovnih zaporah v prometni napovedi. Vreme Zaradi mokrih cest vozite s primerno varnostno razdaljo in prižganimi lučmi. Opozorila Zaradi praznikov v nekaterih državah že danes pričakujemo nekoliko povečan promet iz smeri Avstrije in Italije proti notranjosti države. Največ gneče bo v času prometnih konic. Pričakujemo tudi povečano število tovornih vozil.",Na dolenjski avtocesti proti Obrežju je zaradi del zastoj med Ljubljano in priključkom Šmarje-Sap. Čas vožnje se podaljša za približno 10 minut. Na štajerski avtocesti je pri Slovenski Bistrici promet proti Ljubljani oviran zaradi pokvarjenega vozila. Na primorski avtocesti proti Ljubljani je zaradi predmeta na vozišču promet oviran med razcepom Srmin in predorom Dekani.,Generation failed
"B1: Zimske razmere Cesta čez prelaz Vršič je prevozna le za osebna vozila z verigami. Delo na cesti Glavna cesta Velenje - Slovenj Gradec je PONOVNO ODPRTA. Z deli so predčasno zaključili. Vipavska hitra cesta bo med Ajdovščino in Selom proti Italiji zaprta do ponedeljka, 27. februarja, do 5. ure. Zaprta bosta tudi uvoz Ajdovščina in izvoz Selo proti Italiji. Obvoz bo po vzporedni regionalni cesti. Cesta Litija - Zagorje bo zaradi izgradnje galerije zaprta pri Šklendrovcu vsako soboto med 7:30 in 13:30 do septembra 2023. Več o delovnih zaporah v prometni napovedi.",Na dolenjski avtocesti proti Obrežju promet zaradi nesreče ni več oviran pred pokritim vkopom Karteljevo. Zaradi pokvarjenega vozila je na štajerski avtocesti proti Ljubljani zaprt vozni pas med priključkoma Trojane in Blagovica v predoru Trojane. Vipavska hitra cesta je zaradi del zaprta med priključkoma Ajdovščina in Selo proti Italiji. Obvoz je po vzporedni regionalni cesti.,Generation failed
"B1: Nesreče Na dolenjski avtocesti je zaprt prehitevalni pas pred predorom Mali Vrh proti Novemu mestu. Nastal je zastoj, ki na ljubljansko južno in vzhodno obvoznico, zamuda 30 - 40 minut. Za osebna vozila iz smeri Primorske proti Štajerski priporočamo obvoz po ljubljanski zahodni in severni obvoznici. Na pomurski avtocesti je zaprt vozni pas med priključkom Turnišče in razcepom Dolga vas proti Lendavi. V Mariboru na bivši hitri cesti je zaprt vozni pas pri priključku Pobrežje proti Hočam. V Ljubljani je oviran promet na Celovški cesti pri Trgu Prekomorskih Brigad proti centru. Ovire Predmet na vozišču na dolenjski avtocesti med priključkoma Bič in Trebnje zahod proti Obrežju. Zastoji Na štajerski avtocesti zaradi del pri priključku Vransko proti Ljubljani, zamuda 5 minut. Povečan in upočasnjen promet je na mestnih obvoznicah in cestah iz mestnih središč zaradi popoldanske prometne konice. Delo na cesti Več o delovnih zaporah v prometni napovedi.",Na štajerski avtocesti je zaradi del krajši zastoj med Šentrupertom in predorom Ločica proti Ljubljani. Opozarjamo na nevarnost naleta. Na pomurski avtocesti je zaradi nesreče med priključkom Lendava in prehodom Pince zaprt vozni pas proti Madžarski.,Generation failed
"A1: Pozor! Zaradi previsokega tovornega vozila je primorska avtocesta zaprta pred predorom Dekani proti Ljubljani. B1: Ovire Okvara vozila na ljubljanski severni obvoznici med Tomačevim in Bežigradom proti Kosezam. Na štajerski avtocesti je zaradi okvare vozila zaprt počasni pas med priključkom Slovenska Bistrica jug in počivališčem Tepanje proti Ljubljani. Popolne zapore, poplave: - Smednik - Zameško - Kostanjevica, med Koprivnikom in Malencami; - Grgelj - Fara; - Metlika - Božakovo, v Rosalnicah; - Vinica - Učakovci; - Bizeljsko - Orešje, pri mejnem prehodu Orešje; - Imeno - MP Imeno, pri mejnem prehodu Imeno. Delo na cesti V Kranju na cesti preko Savskega otoka bo promet urejen izmenično enosmerno med 1. 10. in 8. 10. Pričakujemo zastoje. V Mengšu bo popolna zapora Slovenske ceste od 3. 10. 2022 do 20. 4. 2023. Več o delovnih zaporah, prometna napoved. Prireditve Cesta Razdrto - Manče bo zaradi prireditve zaprta od 1. 10. od 5. ure, do 2. 10. do 24. ure.",Na štajerski avtocesti proti Mariboru je zaradi nesreče promet oviran med priključkom Fram in razcepom Slivnica. Na dolenjski avtocesti proti Obrežju promet med Grosupljim in Višnjo Goro ni več oviran zaradi nesreče. Tam je še vedno krajši zastoj. Potovalni čas se podaljša za 15 minut. Regionalna cesta Smednik-Zameško-Kostanjevica je zaradi poplavljenega cestišča zaprta na odseku Koprivnik-Malence. Na mejnem prehodu Dragonja je povečan promet osebnih vozil pri vstopu v državo.,Generation failed
"B1: Zastoji Na vzhodni mariborski obvoznici pred Pesnico proti Šentilju, 2,5 km, dela. Zastoj tovornih vozil je pred predorom Karavanke, 2 km. Vozila stojijo tudi na voznem pasu. Ovire Na primorski avtocesti predmet ovira promet pred Brezovico proti Ljubljani. Pnevmatika ovira promet na dolenjski avtocesti pred počivališčem Zaloke proti Ljubljani. Mejni prehodi Čakalna doba je za tovorna vozila na mejnih prehodih Dobovec, Obrežje in Gruškovje. Dela V predoru Karavanke, na gorenjski avtocesti bo v torek, sredo in četrtek, 22., 23., in 24. 3. promet potekal med 8. in 16. uro izmenično enosmerno s 30 minutnim čakanjem pred predorom. Na ljubljanski severni obvoznici sta zaprta uvoz Nove Jarše proti Zadobrovi in servisna cesta med Bratislavsko in Leskoškovo cesto. Obvoz je urejen preko Bratislavske in Letališke ceste do vzhodne obvoznice.",Pred predorom Karavanke je 2 kilometra dolg zastoj tovornih vozil proti Avstriji. Zaradi del sta na severni ljubljanski obvoznici zaprta uvoz Nove Jarše proti Zadobrovi in servisna cesta med Bratislavsko in Leskoškovo cesto. Obvoz je urejen prek Bratislavske in Letališke ceste do vzhodne obvoznice.,Generation failed
"B1: Nesreče Na primorski avtocesti je oviran promet med Ravbarkomando in Uncem proti Ljubljani. Zastoji Na štajerski avtocesti med Lukovico in Blagovico proti Mariboru zaradi del. Opozorila Na cesti Podpeč - Rakitna bodo danes do 13. ure kratkotrajne 15 minutne popolne zapore zaradi snemanja. Delo na cesti Popolne zapore: - Velenje - Graška gora - Šmiklavž, popolna zapora pri Plešivcu zaradi obnove cestišča do 15. 11. 2023. Na gorenjski avtocesti bo ta teden v nočeh na sredo in četrtek med 20. in 5. uro promet skozi predor Karavanke potekal izmenično enosmerno. Predvidena čakalna doba pred predorom 30 minut. Več o delovnih zaporah v prometni napovedi.","Na gorenjski avtocesti proti Karavankam sta zaradi prometne nesreče zaprta vozni in odstavni pas med priključkoma Šmartno in Vodice. Zastoj sega že skoraj do Šmartnega. Čas vožnje se podaljša za približno 20 minut. Na štajerski avtocesti proti Mariboru je zaradi del nastal krajši zastoj med Lukovico in Blagovico.
V isti smeri je zaradi prometnih nesreče promet oviran med Vranskim in Šentrupertom ter med Celjem in Dramljami. Na obeh odsekih je nastal krajši zastoj. Opozarjamo na nevarnost naleta. Na primorski avtocesti proti Kopru je zaradi pokvarjenega vozila zaprt pas za počasna vozila med Logatcem in Uncem.",Generation failed
"B1: Nesreče Na glavni cesti Slovenska Bistrica - Ptuj je pri avtocestnem priključku Slovenska Bistrica sever promet urejen izmenično enosmerno. Tovorni promet Zaradi praznika danes v Sloveniji do 22. ure velja omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 t.",Pred predorom Karavanke je 4 kilometre dolg zastoj proti Avstriji. Na dolenski avtocesti proti Obrežju je zaradi psa na cestišču oviran promet med priključkoma Višnja Gora in Ivančna Gorica. Na mejnih prehodih Gruškovje in Obrežje je povečan promet tovornih vozil pri vstopu v državo.,Generation failed
"B1: Ovire Predmet na vozišču ovira promet na hitri cesti Nova Gorica - Razdrto med Vrtojbo in Selom proti Razdrtem. Mejni prehodi Čakalna doba je na Gruškovju. Dela Na štajerski avtocesti bo od 22.30 ure, do sobote do 22. ure, zaprt priključek Slovenska Bistrica sever proti Ljubljani (izvoz in uvoz). Štajerska avtocesta bo zaprta med Blagovico in Vranskim proti Mariboru, v soboto od 16. ure, do nedelje do 16. ure. Obvoz po regionalni cesti. Na primorski avtocesti bo med Vrhniko in Brezovico proti Ljubljani, v soboto in nedeljo, promet potekal po enem prometnem pasu od sobote od 7. ure do nedelje do 16. ure. Na ljubljanski severni obvoznici sta zaprta uvoz Nove Jarše proti Zadobrovi in servisna cesta med Bratislavsko in Leskoškovo cesto. Obvoz je urejen preko Bratislavske in Letališke ceste do vzhodne obvoznice. Prireditve V nedeljo, od 12. do 17. ure, bodo občasne popolne zapore zaradi kolesarske prireditve: Izola - Sečovlje - Dragonja - Srgaši. Mokronog - Zbure v Mokronogu, v soboto od 7. do 13. ure, popolna zapora.","Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila zaprt vozni pas v predoru Trojane. Vozilo je obtičalo tudi na primorski avtocesti med Logatcem in Uncem proti Kopru. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in Ajdovščino ter na regionalni cesti Vipava-Ajdovščina prepovedan promet za počitniške prikolice, lažja od 8 ton. Na mejnem prehodu Gruškovje vozniki tovornih vozil na izstop iz države čakajo 1 uro.",Generation failed
"B1: Ovire Na primorski avtocesti je zaradi okvare tovornega vozila oviran promet na razcepu Srmin iz smeri Ljubljane proti Kopru. Zastoji Na gorenjski avtocesti pred predorom Karavanke proti Avstriji je zastoj tovornih vozil, 2 kilometra. Vozila so ustavljena tudi na voznem pasu. Na primorski avtocesti med Nanosom in Razdrtim proti Ljubljani občasno nastane krajši zastoj. Tovorni promet Na ljubljanski severni obvoznici bo med Kosezami in Zadobrovo prepovedan tovorni tranzitni promet nad 7,5 t, do zaključka del med Tomačevim in Zadobrovo. Delo na cesti Na štajerski avtocesti bodo do 20. ure med priključkoma Domžale in Arja vas proti Mariboru zapore voznega pasu na različnih odsekih. Možni so zastoji. Na primorski hitri cesti bo med prehodom Škofije in priključkom Srmin v obe smeri do 30. junija 2023 dovoljenja vožnja tudi brez uporabe e-vinjete. Na gorenjski avtocesti bo promet skozi predor Karavanke, od 21. do 23. 3., med 8. in 16. uro, potekal izmenično enosmerno. Cesta Petrovci - Kuzma bo v Gornjih Petrovcih zaprta do nedelje, 26. marca. Cesta čez Pavličevo sedlo bo zaradi del na avstrijski strani zaprta do 31. marca. Več o delovnih zaporah v prometni napovedi. Zimske razmere Cesta čez prelaz Vršič je prevozna samo za osebna vozila z verigami.",Na primorski avtocesti proti Ljubljani je zaradi del še vedno krajši zastoj med razcepom Nanos in priključkom Razdrto. Opozarjamo na nevarnost naleta. Na avtocestnem odseku od Maribora proti Šentilju je zaradi razsutega tovora promet oviran med krožiščem Pesnica in priključkom Šentilj. Na štajerski avtocesti so odstranili posledice nesreče med Šentrupertom in Vranskim. Tudi zastoja proti Ljubljani ni več. Pred predorom Karavanke je kilometer dolg zastoj tovornih vozil proti Avstriji.,Generation failed
